mode_number,eigen_frequency,degeneracy,frequency_ratio
154,56.113817231490025,2,12.630046303842061
155,56.33131744861321,1,12.67900105240299
156,56.46792585555822,2,12.709748746827195
157,56.46792585555837,2,12.709748746827229
158,56.51021951677388,1,12.719268165142815
159,56.5933045452459,1,12.73796886683325
160,56.614574207987665,1,12.742756222934641
161,56.7100697767978,2,12.76425027761476
162,56.71006977679797,2,12.764250277614797
163,56.78137713159769,1,12.780300071361845
164,56.83436332850869,1,12.792226155764366
165,56.88617367137173,1,12.803887580020689
166,56.895022218124325,2,12.805879202774598
167,56.89502221812441,2,12.805879202774618
168,56.99451715131079,1,12.828273430705282
169,57.03021637001542,1,12.836308577973742
170,57.0338920419129,2,12.837135894819278
171,57.033892041913035,2,12.837135894819308
172,57.27371652617306,1,12.891115368867624
173,57.327143450198335,2,12.903140651723135
174,57.327143450198406,2,12.90314065172315
175,57.7380345663173,2,12.995623645724612
176,57.73803456631732,2,12.995623645724615
177,57.74622575574521,1,12.997467311097282
178,58.0711689518343,1,13.070605226413093
179,58.27137414162443,1,13.115667226149938
180,58.432369810054155,1,13.151903982929415
181,58.72095296404325,2,13.21685801345553
182,58.72095296404332,2,13.216858013455546
183,58.97684689740992,1,13.274454384309438
184,58.98815126895909,2,13.276998761846844
185,59.290776874028715,1,13.345113454329619
186,59.62110734927962,1,13.419463933477697
187,59.776738403208604,1,13.454493227765946
188,59.86199302484744,2,13.473682259488257
189,59.861993024847635,2,13.473682259488301
190,59.93100606824154,1,13.489215651737098
191,59.96128615618475,2,13.496031066044583
192,59.961286156184755,2,13.496031066044585
193,60.054116204731955,1,13.51692516787876
194,60.306926979713595,1,13.573827584282833
195,60.60433587198049,1,13.640768103852357
196,60.61712760640342,2,13.643647255655587
197,60.617127606403464,2,13.643647255655596
198,61.05527800910204,1,13.742265744775679
199,61.10886811245411,1,13.754327755883784
200,61.43584135036221,1,13.82792259114263
201,61.499415595992176,2,13.842231823799638
202,61.49941559599221,2,13.842231823799647
203,61.945464686263875,2,13.942628142244299
204,61.94546468626398,2,13.942628142244324
205,62.051245513439,1,13.96643719340489
206,62.35830917769248,1,14.03555080016149
207,62.379625335005166,2,14.040348621218085
208,62.59666128567495,1,14.089198873113252
209,62.71942117807751,1,14.116829556638182
210,62.736335385582755,1,14.120636590886141
211,62.74154035972427,2,14.121808121672336
212,62.74154035972438,2,14.121808121672363
213,63.31345688948335,2,14.25053456747785
214,63.313456889483355,2,14.250534567477851
215,63.36670777816998,1,14.26252022846146
216,63.669155686665285,1,14.330594925162938
217,63.677776942439436,1,14.332535389472746
218,63.72121580590467,1,14.342312568856014
219,63.732321847254724,2,14.344812306414855
220,63.73232184725482,2,14.344812306414878
221,64.04184695735387,1,14.414479933135501
222,64.29515776030846,2,14.471494895375221
223,64.29515776030853,2,14.471494895375237
224,64.37075653004221,1,14.488510596843398
225,64.4395220949399,2,14.503988286860185
226,64.43952209493999,2,14.503988286860203
227,64.48472881873509,1,14.514163374618388
228,64.52379805318587,1,14.52295704192734
229,65.08117453709835,1,14.64841082760451
230,65.21731940052953,1,14.67905418808153
231,65.2235904351082,2,14.68046566676912
232,65.22359043510826,2,14.680465666769134
233,65.5164167144664,1,14.746374736045562
234,65.81878703795601,1,14.81443196998541
235,66.11561734138277,1,14.881242261311655
236,66.17713082636381,2,14.895087659859682
237,66.17713082636386,2,14.895087659859696
238,66.74421962569721,2,15.022727484547135
239,66.74421962569723,2,15.022727484547138
240,66.812435754921,1,15.038081508088448
241,66.92919630457709,2,15.064361865073161
242,66.92919630457715,2,15.064361865073174
243,67.00227887576591,1,15.080811222890164
244,67.10611681649077,1,15.104182970957849
245,67.33933697245092,2,15.156675948874756
246,67.33933697245114,2,15.156675948874804
247,67.44554688356337,1,15.18058157785279
248,67.49930413261352,1,15.192681209960682
249,67.7072564980721,1,15.23948693686214
250,67.78812003455594,1,15.257687627181783
251,67.8075844253904,2,15.262068654344862
252,67.80758442539046,2,15.262068654344874
253,67.84360527556615,1,15.27017619412863
254,68.09075218948058,1,15.32580379389989
255,68.09892348832,2,15.32764298231722
256,68.0989234883201,2,15.327642982317244
257,68.13058063285007,1,15.334768343253064
258,68.56629622508473,1,15.432838807476292
259,68.62727639486769,2,15.4465641679307
260,68.62727639486772,2,15.446564167930708
261,68.75757329874482,1,15.475891275057034
262,68.83723688037665,2,15.493821880643697
263,68.8372368803767,2,15.493821880643706
264,69.12370801554769,1,15.558300539919331
265,69.32107048293975,1,15.602722702316854
266,69.43080534357902,1,15.627421723688046
267,69.52859184269148,1,15.649431418850753
268,69.69892352430614,2,15.687769516879792
269,69.69892352430615,2,15.687769516879795
270,69.96993733884476,2,15.748769056663065
271,69.96993733884489,2,15.748769056663093
272,69.98566535829458,1,15.752309104795943
273,70.11850424958266,1,15.782208360107662
274,70.2043908311411,2,15.801539632786668
275,70.20439083114124,2,15.8015396327867
276,70.43368418922726,1,15.853148770654524
277,70.43426544005578,2,15.853279598055698
278,70.43426544005587,2,15.853279598055718
279,70.70437571490129,1,15.914075769956971
280,71.01961187094324,1,15.985028833638774
281,71.01986952797856,2,15.985086826846992
282,71.01986952797857,2,15.985086826846995
283,71.11329431431358,1,16.00611479171472
284,71.39785847337164,1,16.070164230563094
285,71.54434999030944,1,16.103136406282523
286,71.56649530169992,1,16.10812085257533
287,71.64227084010189,2,16.125176340972548
288,71.64227084010197,2,16.12517634097257
289,71.71406503459964,1,16.141335712150468
290,72.35838869951971,2,16.28635948925389
291,72.35838869951974,2,16.286359489253897
292,72.57930823856756,1,16.336083855644564
293,72.64575002486926,2,16.35103851171507
294,72.64575002486943,2,16.35103851171511
295,72.72035766055355,1,16.36783112964419
296,72.89328550906667,1,16.40675357052777
